index,mean,std,5%,50%,95%,pid
temp,1.2367787402272223,2.093227043089324,-3.1798632621765135,1.5626667737960815,4.249896931648253,lggadzlr4vv41auoqd47mm3a
lapse,0.4834513760358095,0.7287300764527822,-0.8917384922504425,0.5962676405906677,1.7073144376277924,lggadzlr4vv41auoqd47mm3a
aligned_weight,0.6890991337932646,0.6455692698006382,-0.4025403380393981,0.6909506320953369,1.732817268371582,lggadzlr4vv41auoqd47mm3a
orthogonal_weight,0.5627164359390736,0.4472930851717898,-0.17820883393287654,0.6262669861316681,1.1331885933876038,lggadzlr4vv41auoqd47mm3a
horizon,1.469739457130432,1.420802635517041,-1.0712176203727721,1.4496009349822998,3.9521247148513794,lggadzlr4vv41auoqd47mm3a
n_samples,500.0,0.0,500.0,500.0,500.0,lggadzlr4vv41auoqd47mm3a
exploration_constant,3.0,0.0,3.0,3.0,3.0,lggadzlr4vv41auoqd47mm3a
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,lggadzlr4vv41auoqd47mm3a
temp,1.2437086028158664,2.0337604026111267,-2.862037646770477,1.5583010911941528,4.12830889225006,kyxwh1swdlie91ewjxgpsl20
lapse,0.5024398418813943,0.7412344496849751,-0.7887825667858123,0.5974691808223724,1.7527008712291714,kyxwh1swdlie91ewjxgpsl20
aligned_weight,0.6952211562581361,0.5892570222259024,-0.3150288939476013,0.6973303556442261,1.7294154465198508,kyxwh1swdlie91ewjxgpsl20
orthogonal_weight,0.5424191902279853,0.47234358586979047,-0.3010348856449127,0.6210674047470093,1.087632495164871,kyxwh1swdlie91ewjxgpsl20
horizon,1.4853013076782227,1.5247134442397232,-1.0015925884246826,1.435340940952301,4.08100538253784,kyxwh1swdlie91ewjxgpsl20
n_samples,500.0,0.0,500.0,500.0,500.0,kyxwh1swdlie91ewjxgpsl20
exploration_constant,3.0,0.0,3.0,3.0,3.0,kyxwh1swdlie91ewjxgpsl20
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,kyxwh1swdlie91ewjxgpsl20
temp,1.3757495458126068,1.9570443539157705,-2.52173912525177,1.561425268650055,4.25077474117279,zcy63ilkoi0ty5eo87o7vamx
lapse,0.5050966862142086,0.6967192588786466,-0.6864291757345199,0.5853463411331177,1.6759405612945557,zcy63ilkoi0ty5eo87o7vamx
aligned_weight,0.6444496784172952,0.5719850332822806,-0.38160876631736756,0.6743872165679932,1.5705829739570614,zcy63ilkoi0ty5eo87o7vamx
orthogonal_weight,0.5767632155418396,0.42493988593633586,-0.1400907933712005,0.6327783167362213,1.128781086206436,zcy63ilkoi0ty5eo87o7vamx
horizon,1.4247686601877212,1.4154195358514547,-1.053539478778839,1.4023869037628174,3.9731630921363825,zcy63ilkoi0ty5eo87o7vamx
n_samples,500.0,0.0,500.0,500.0,500.0,zcy63ilkoi0ty5eo87o7vamx
exploration_constant,3.0,0.0,3.0,3.0,3.0,zcy63ilkoi0ty5eo87o7vamx
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,zcy63ilkoi0ty5eo87o7vamx
temp,1.3645620137751102,1.9916076181940405,-2.703527593612671,1.5791624784469604,4.370188117027281,r2tcfk1kqo19agrxeqix4hsz
lapse,0.5278297824412584,0.733140515705485,-0.7172375053167342,0.6311081945896149,1.7208479821681975,r2tcfk1kqo19agrxeqix4hsz
aligned_weight,0.7069945060573518,0.5713739621499542,-0.10464285016059872,0.6880379617214203,1.6854795277118682,r2tcfk1kqo19agrxeqix4hsz
orthogonal_weight,0.5401744154989719,0.4397811659314585,-0.22010456323623656,0.6013648211956024,1.0311949729919432,r2tcfk1kqo19agrxeqix4hsz
horizon,1.3894019508361817,1.4084147761084236,-1.130383348464966,1.367816686630249,3.881867408752441,r2tcfk1kqo19agrxeqix4hsz
n_samples,500.0,0.0,500.0,500.0,500.0,r2tcfk1kqo19agrxeqix4hsz
exploration_constant,3.0,0.0,3.0,3.0,3.0,r2tcfk1kqo19agrxeqix4hsz
discount_factor,0.9000000000000002,2.221557105636704e-16,0.9,0.9,0.9,r2tcfk1kqo19agrxeqix4hsz
